what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1342636283140
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1342636283140
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1342636283140
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1342636283155
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1342636283155
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1342636283155
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1342636283155
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1342636283155
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1342636283155
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1342636283186
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1342636283186
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1342636283388
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1342636283388
os,sysinfo,,,"win32",1342636283403
arch,sysinfo,,,"x86",1342636283403
ws,sysinfo,,,"win32",1342636283403
locale,sysinfo,,,"en_US",1342636283403
processors,sysinfo,,,"4",1342636283403
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1342636283403
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1342636283403
java.specification.name,sysinfo,,,"Java Platform API Specification",1342636283403
java.specification.vendor,sysinfo,,,"Oracle Corporation",1342636283403
java.specification.version,sysinfo,,,"1.7",1342636283403
java.vendor,sysinfo,,,"Oracle Corporation",1342636283403
java.version,sysinfo,,,"1.7.0_02",1342636283403
java.vm.info,sysinfo,,,"mixed mode, sharing",1342636283403
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1342636283403
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1342636283403
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1342636283403
java.vm.specification.version,sysinfo,,,"1.7",1342636283403
java.vm.vendor,sysinfo,,,"Oracle Corporation",1342636283403
java.vm.version,sysinfo,,,"22.0-b10",1342636283403
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1342636284039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636286349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636317100
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1342636327932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342636331337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636332659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636358854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636359072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636360452
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1342636360685
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342636360964
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1342636362375
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1342717976653
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1342717976654
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1342717976655
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1342717976655
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1342717976656
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1342717976656
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1342717976657
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1342717976657
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1342717976657
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1342717976664
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1342717976669
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1342717976676
